Gene ID,PF3D7_0523000,PF3D7_0523000,hybrid,hybrid
KGKA-BKG-244-2021-MSMT-1,0.0,0.0,3.0,3.0
KGMU-NSB-305-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBI-KZB-024-2021-MSMT-1,49.0,49.0,74.0,74.0
KGKA-BKG-055-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-027-2021-MSMT-1,12.0,12.0,23.0,23.0
KGBR-BUZ-013-2021-MSMT-1,3.0,3.0,16.0,16.0
KGMU-RSW-001-2021-MSMT-1,290.0,290.0,371.0,371.0
KGMU-NSB-245-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-155-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-231-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-002-2021-MSMT-1,224.0,224.0,265.0,265.0
KGMU-RSW-030-2021-MSMT-1,20.0,20.0,43.0,43.0
KGKA-BKG-161-2021-MSMT-1,3.0,3.0,0.0,0.0
KGMU-NSB-261-2021-MSMT-1,17.0,17.0,20.0,20.0
KGNG-CVU-133-2021-MSMT-1,4.0,4.0,0.0,0.0
KGNG-CVU-095-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RUG-070-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-060-2021-MSMT-1,7.0,7.0,4.0,4.0
KGMU-NSB-290-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-NTG-026-2021-MSMT-1,85.0,85.0,129.0,129.0
KGKY-RUG-019-2021-MSMT-1,390.0,390.0,413.0,413.0
KGKA-BKG-082-2021-MSMT-1,5.0,5.0,4.0,4.0
KGMI-KYK-057-2021-MSMT-1,171.0,171.0,186.0,186.0
KGKA-BKG-138-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-010-2021-MSMT-1,19.0,19.0,38.0,38.0
KGKA-BKG-276-2021-MSMT-1,20.0,20.0,5.0,5.0
KGMU-RSW-046-2021-MSMT-1,161.0,161.0,121.0,121.0
KGNG-CVU-029-2021-MSMT-1,162.0,162.0,159.0,159.0
KGNG-CVU-234-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-226-2021-MSMT-1,4.0,4.0,0.0,0.0
KGKY-RWB-015-2021-MSMT-1,181.0,181.0,206.0,206.0
KGNG-CVU-257-2021-MSMT-1,8.0,8.0,13.0,13.0
KGMU-RSW-037-2021-MSMT-1,28.0,28.0,43.0,43.0
KGNG-CVU-111-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-268-2021-MSMT-1,5.0,5.0,3.0,3.0
KGKA-BKG-060-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RUG-014-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-RSW-009-2021-MSMT-1,15.0,15.0,13.0,13.0
KGKA-BKG-102-2021-MSMT-1,10.0,10.0,4.0,4.0
KGNG-CVU-160-2021-MSMT-1,3.0,3.0,0.0,0.0
KGNG-CVU-014-2021-MSMT-1,220.0,220.0,164.0,164.0
KGKY-RUG-059-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-154-2021-MSMT-1,6.0,6.0,0.0,0.0
KGNG-NTG-022-2021-MSMT-1,11.0,11.0,17.0,17.0
KGKA-BKG-003-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-011-2021-MSMT-1,7.0,7.0,29.0,29.0
KGKA-BKG-250-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-104-2021-MSMT-1,42.0,42.0,73.0,73.0
KGMI-KYK-050-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-NTG-025-2021-MSMT-1,40.0,40.0,39.0,39.0
KGMU-NSB-046-2021-MSMT-1,93.0,93.0,181.0,181.0
KGKY-RUG-004-2021-MSMT-1,123.0,123.0,163.0,163.0
KGBI-KZB-056-2021-MSMT-1,85.0,85.0,48.0,48.0
KGKA-BKG-255-2021-MSMT-1,4.0,4.0,5.0,5.0
KGNG-CVU-150-2021-MSMT-1,0.0,0.0,3.0,3.0
KGKA-BKG-043-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-257-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBI-KZB-043-2021-MSMT-1,114.0,114.0,204.0,204.0
KGMU-NSB-197-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-140-2021-MSMT-1,9.0,9.0,9.0,9.0
KGKY-RUG-074-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-105-2021-MSMT-1,6.0,6.0,0.0,0.0
KGMU-NSB-023-2021-MSMT-1,63.0,63.0,74.0,74.0
KGKY-RWB-136-2021-MSMT-1,6.0,6.0,0.0,0.0
KGMU-NSB-303-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-BKG-147-2021-MSMT-1,38.0,38.0,43.0,43.0
KGKA-BKG-134-2021-MSMT-1,8.0,8.0,0.0,0.0
KGMU-NSB-259-2021-MSMT-1,24.0,24.0,28.0,28.0
KGKA-BKG-126-2021-MSMT-1,94.0,94.0,321.0,321.0
KGMU-NSB-013-2021-MSMT-1,19.0,19.0,39.0,39.0
KGMU-NSB-324-2021-MSMT-1,107.0,107.0,129.0,129.0
KGKA-BKG-271-2021-MSMT-1,3.0,3.0,0.0,0.0
KGKY-RUG-027-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-031-2021-MSMT-1,28.0,28.0,62.0,62.0
KGKY-RUG-062-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-025-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-263-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-085-2021-MSMT-1,5.0,5.0,0.0,0.0
KGKY-RWB-035-2021-MSMT-1,12.0,12.0,20.0,20.0
KGBR-BTU-061-2021-MSMT-1,9.0,9.0,24.0,24.0
KGBI-KZB-007-2021-MSMT-1,4.0,4.0,9.0,9.0
KGKA-BKG-115-2021-MSMT-1,3194.0,3194.0,5500.0,5500.0
KGKY-RWB-187-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-094-2021-MSMT-1,4.0,4.0,0.0,0.0
KGKY-RUG-078-2021-MSMT-1,26.0,26.0,44.0,44.0
KGMU-RSW-050-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBI-KZB-015-2021-MSMT-1,176.0,176.0,235.0,235.0
KGMU-RSW-006-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-062-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMI-KYK-083-2021-MSMT-1,10.0,10.0,16.0,16.0
KGNG-CVU-088-2021-MSMT-1,5.0,5.0,9.0,9.0
KGMI-KYK-001-2021-MSMT-1,206.0,206.0,332.0,332.0
KGKY-RWB-023-2021-MSMT-1,13.0,13.0,28.0,28.0
KGMU-NSB-300-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-004-2021-MSMT-1,177.0,177.0,179.0,179.0
KGNG-NTG-055-2021-MSMT-1,66.0,66.0,76.0,76.0
KGNG-CVU-035-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-BKG-150-2021-MSMT-1,8.0,8.0,0.0,0.0
KGKA-BKG-260-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-013-2021-MSMT-1,9.0,9.0,7.0,7.0
KGKA-BKG-202-2021-MSMT-1,20.0,20.0,23.0,23.0
KGNG-CVU-073-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-098-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMI-KYK-072-2021-MSMT-1,4.0,4.0,5.0,5.0
KGNG-CVU-089-2021-MSMT-1,4.0,4.0,6.0,6.0
KGNG-CVU-259-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-083-2021-MSMT-1,8.0,8.0,17.0,17.0
KGNG-CVU-171-2021-MSMT-1,19.0,19.0,16.0,16.0
KGKY-RUG-037-2021-MSMT-1,3.0,3.0,0.0,0.0
KGMU-RSW-047-2021-MSMT-1,322.0,322.0,385.0,385.0
KGNG-CVU-050-2021-MSMT-1,113.0,113.0,151.0,151.0
KGKA-BKG-020-2021-MSMT-1,60.0,60.0,110.0,110.0
KGNG-NTG-030-2021-MSMT-1,123.0,123.0,158.0,158.0
KGMU-NSB-080-2021-MSMT-1,333.0,333.0,895.0,895.0
KGNG-CVU-152-2021-MSMT-1,3.0,3.0,0.0,0.0
KGMU-NSB-036-2021-MSMT-1,101.0,101.0,103.0,103.0
KGMU-NSB-012-2021-MSMT-1,249.0,249.0,379.0,379.0
KGMU-RSW-041-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-048-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-RSW-039-2021-MSMT-1,53.0,53.0,67.0,67.0
KGKY-RWB-114-2021-MSMT-1,330.0,330.0,876.0,876.0
KGNG-CVU-101-2021-MSMT-1,43.0,43.0,59.0,59.0
KGNG-CVU-016-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-161-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RUG-032-2021-MSMT-1,248.0,248.0,317.0,317.0
KGBI-KZB-052-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-081-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-203-2021-MSMT-1,37.0,37.0,57.0,57.0
KGMU-NSB-355-2021-MSMT-1,99.0,99.0,174.0,174.0
KGMU-NSB-069-2021-MSMT-1,41.0,41.0,143.0,143.0
KGNG-CVU-075-2021-MSMT-1,18.0,18.0,22.0,22.0
KGKA-BKG-080-2021-MSMT-1,6.0,6.0,6.0,6.0
KGNG-CVU-040-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-NTG-014-2021-MSMT-1,34.0,34.0,35.0,35.0
KGMU-NSB-250-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-338-2021-MSMT-1,13.0,13.0,39.0,39.0
KGKY-RUG-066-2021-MSMT-1,9.0,9.0,0.0,0.0
KGKA-BKG-123-2021-MSMT-1,10.0,10.0,0.0,0.0
KGBI-KZB-033-2021-MSMT-1,8.0,8.0,16.0,16.0
KGMU-NSB-034-2021-MSMT-1,0.0,0.0,5.0,5.0
KGNG-CVU-063-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-242-2021-MSMT-1,1911.0,1911.0,4666.0,4666.0
KGKA-BKG-054-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-196-2021-MSMT-1,1828.0,1828.0,4871.0,4871.0
KGKA-BKG-129-2021-MSMT-1,5.0,5.0,4.0,4.0
KGKY-RWB-158-2021-MSMT-1,7.0,7.0,0.0,0.0
KGKY-RWB-181-2021-MSMT-1,17.0,17.0,73.0,73.0
KGMU-NSB-050-2021-MSMT-1,18.0,18.0,12.0,12.0
KGMU-NSB-274-2021-MSMT-1,0.0,0.0,5.0,5.0
KGKA-BKG-192-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-320-2021-MSMT-1,122.0,122.0,259.0,259.0
KGMU-NSB-343-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-337-2021-MSMT-1,92.0,92.0,172.0,172.0
KGMU-NSB-038-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-179-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-209-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBI-KZB-012-2021-MSMT-1,18.0,18.0,46.0,46.0
KGNG-NTG-029-2021-MSMT-1,58.0,58.0,107.0,107.0
KGNG-CVU-112-2021-MSMT-1,4.0,4.0,0.0,0.0
KGNG-CVU-078-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMI-KYK-079-2021-MSMT-1,11.0,11.0,28.0,28.0
KGNG-CVU-033-2021-MSMT-1,10.0,10.0,7.0,7.0
KGKY-RWB-179-2021-MSMT-1,9.0,9.0,0.0,0.0
KGBR-BTU-024-2021-MSMT-1,84.0,84.0,140.0,140.0
KGBR-BUZ-011-2021-MSMT-1,15.0,15.0,5.0,5.0
KGKA-BKG-224-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMI-KYK-067-2021-MSMT-1,11.0,11.0,9.0,9.0
KGNG-CVU-125-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-024-2021-MSMT-1,148.0,148.0,209.0,209.0
KGMU-NSB-344-2021-MSMT-1,389.0,389.0,953.0,953.0
KGMU-NSB-276-2021-MSMT-1,3.0,3.0,10.0,10.0
KGMU-NSB-225-2021-MSMT-1,442.0,442.0,1182.0,1182.0
KGKA-BKG-112-2021-MSMT-1,19.0,19.0,44.0,44.0
KGMU-NSB-195-2021-MSMT-1,51.0,51.0,41.0,41.0
KGKY-RUG-040-2021-MSMT-1,372.0,372.0,659.0,659.0
KGMU-RSW-042-2021-MSMT-1,3.0,3.0,16.0,16.0
KGKY-RWB-131-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-246-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-130-2021-MSMT-1,5.0,5.0,0.0,0.0
KGKY-BKG-152-2021-MSMT-1,10.0,10.0,5.0,5.0
KGKY-RUG-049-2021-MSMT-1,19.0,19.0,22.0,22.0
KGMU-NSB-029-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-RSW-044-2021-MSMT-1,3.0,3.0,4.0,4.0
KGMU-NSB-008-2021-MSMT-1,99.0,99.0,186.0,186.0
KGBR-BUZ-020-2021-MSMT-1,12.0,12.0,23.0,23.0
KGBR-BTU-054-2021-MSMT-1,205.0,205.0,203.0,203.0
KGKA-BKG-070-2021-MSMT-1,6.0,6.0,0.0,0.0
KGNG-CVU-024-2021-MSMT-1,18.0,18.0,19.0,19.0
KGBR-BTU-072-2021-MSMT-1,3.0,3.0,10.0,10.0
KGNG-CVU-054-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-354-2021-MSMT-1,17.0,17.0,30.0,30.0
KGMI-KYK-040-2021-MSMT-1,4.0,4.0,0.0,0.0
KGMU-NSB-209-2021-MSMT-1,4.0,4.0,0.0,0.0
KGMU-NSB-297-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-067-2021-MSMT-1,19.0,19.0,29.0,29.0
KGNG-CVU-224-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMI-KYK-042-2021-MSMT-1,181.0,181.0,300.0,300.0
KGBR-BTU-053-2021-MSMT-1,19.0,19.0,12.0,12.0
KGMI-KYK-059-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-NTG-034-2021-MSMT-1,109.0,109.0,159.0,159.0
KGKA-BKG-089-2021-MSMT-1,44.0,44.0,98.0,98.0
KGKY-RUG-013-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-326-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-015-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-118-2021-MSMT-1,0.0,0.0,14.0,14.0
KGKA-BKG-038-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-092-2021-MSMT-1,1314.0,1314.0,3979.0,3979.0
KGKA-BKG-178-2021-MSMT-1,5.0,5.0,0.0,0.0
KGBR-BTU-011-2021-MSMT-1,23.0,23.0,5.0,5.0
KGNG-CVU-076-2021-MSMT-1,3.0,3.0,3.0,3.0
KGKA-BKG-185-2021-MSMT-1,6.0,6.0,0.0,0.0
KGNG-CVU-199-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-050-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-NTG-013-2021-MSMT-1,69.0,69.0,71.0,71.0
KGMI-KYK-081-2021-MSMT-1,262.0,262.0,293.0,293.0
KGKA-BKG-065-2021-MSMT-1,5.0,5.0,8.0,8.0
KGKY-RWB-123-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-238-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-314-2021-MSMT-1,76.0,76.0,136.0,136.0
KGKA-BKG-248-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-034-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBI-KZB-026-2021-MSMT-1,142.0,142.0,231.0,231.0
KGMI-KYK-062-2021-MSMT-1,6.0,6.0,12.0,12.0
KGBR-BTU-052-2021-MSMT-1,135.0,135.0,164.0,164.0
KGNG-CVU-055-2021-MSMT-1,3.0,3.0,9.0,9.0
KGKY-RUG-029-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-159-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-266-2021-MSMT-1,0.0,0.0,10.0,10.0
KGNG-CVU-117-2021-MSMT-1,69.0,69.0,82.0,82.0
KGMU-NSB-100-2021-MSMT-1,11.0,11.0,9.0,9.0
KGKY-RWB-020-2021-MSMT-1,233.0,233.0,277.0,277.0
KGKY-RUG-011-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBI-KZB-010-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-328-2021-MSMT-1,280.0,280.0,718.0,718.0
KGNG-CVU-119-2021-MSMT-1,9.0,9.0,7.0,7.0
KGMU-NSB-222-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RUG-007-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-066-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-351-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-151-2021-MSMT-1,6.0,6.0,0.0,0.0
KGKY-RUG-067-2021-MSMT-1,69.0,69.0,156.0,156.0
KGKY-RWB-038-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-204-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-205-2021-MSMT-1,9.0,9.0,14.0,14.0
KGKY-RWB-027-2021-MSMT-1,202.0,202.0,276.0,276.0
KGBR-BTU-049-2021-MSMT-1,9.0,9.0,8.0,8.0
KGKA-BKG-183-2021-MSMT-1,6.0,6.0,0.0,0.0
KGNG-CVU-137-2021-MSMT-1,14.0,14.0,18.0,18.0
KGBR-BTU-070-2021-MSMT-1,4.0,4.0,5.0,5.0
KGKA-BKG-062-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-NTG-008-2021-MSMT-1,130.0,130.0,174.0,174.0
KGKY-BKG-189-2021-MSMT-1,17.0,17.0,32.0,32.0
KGMU-NSB-135-2021-MSMT-1,26.0,26.0,23.0,23.0
KGMU-RSW-007-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-033-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-247-2021-MSMT-1,299.0,299.0,745.0,745.0
KGMU-RSW-031-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-299-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBI-KZB-016-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-151-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-067-2021-MSMT-1,10.0,10.0,23.0,23.0
KGNG-CVU-086-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-RSW-027-2021-MSMT-1,38.0,38.0,51.0,51.0
KGKA-BKG-132-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBI-KZB-027-2021-MSMT-1,148.0,148.0,249.0,249.0
KGMU-NSB-056-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-169-2021-MSMT-1,11.0,11.0,0.0,0.0
KGKY-BKG-151-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBI-KZB-035-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-091-2021-MSMT-1,4.0,4.0,10.0,10.0
KGMU-NSB-021-2021-MSMT-1,7.0,7.0,16.0,16.0
KGKA-BKG-101-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMI-KYK-009-2021-MSMT-1,298.0,298.0,355.0,355.0
KGMU-RSW-045-2021-MSMT-1,12.0,12.0,33.0,33.0
KGMU-NSB-049-2021-MSMT-1,24.0,24.0,20.0,20.0
KGKY-BKG-158-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-RSW-034-2021-MSMT-1,6.0,6.0,4.0,4.0
KGKY-RWB-064-2021-MSMT-1,8.0,8.0,0.0,0.0
KGMU-RSW-040-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-102-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-NTG-032-2021-MSMT-1,64.0,64.0,89.0,89.0
KGNG-CVU-106-2021-MSMT-1,3.0,3.0,5.0,5.0
KGKA-BKG-210-2021-MSMT-1,3.0,3.0,0.0,0.0
KGKY-RWB-045-2021-MSMT-1,22.0,22.0,32.0,32.0
KGNG-NTG-010-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-285-2021-MSMT-1,6.0,6.0,5.0,5.0
KGMU-NSB-068-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-039-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-007-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-331-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-181-2021-MSMT-1,48.0,48.0,78.0,78.0
KGKA-BKG-204-2021-MSMT-1,19.0,19.0,57.0,57.0
KGMU-NSB-315-2021-MSMT-1,26.0,26.0,33.0,33.0
KGMU-NSB-027-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-048-2021-MSMT-1,71.0,71.0,173.0,173.0
KGNG-CVU-036-2021-MSMT-1,81.0,81.0,95.0,95.0
KGNG-CVU-250-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-071-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-BKG-159-2021-MSMT-1,4.0,4.0,0.0,0.0
KGMU-NSB-199-2021-MSMT-1,3.0,3.0,0.0,0.0
KGNG-CVU-001-2021-MSMT-1,160.0,160.0,157.0,157.0
KGNG-NTG-005-2021-MSMT-1,5.0,5.0,0.0,0.0
KGNG-CVU-170-2021-MSMT-1,28.0,28.0,22.0,22.0
KGKA-BKG-177-2021-MSMT-1,124.0,124.0,359.0,359.0
KGNG-CVU-173-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-039-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RUG-005-2021-MSMT-1,293.0,293.0,371.0,371.0
KGKY-RUG-086-2021-MSMT-1,50.0,50.0,57.0,57.0
KGBR-BTU-064-2021-MSMT-1,7.0,7.0,12.0,12.0
KGNG-CVU-070-2021-MSMT-1,24.0,24.0,50.0,50.0
KGNG-CVU-203-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBR-BTU-026-2021-MSMT-1,204.0,204.0,263.0,263.0
KGKA-BKG-136-2021-MSMT-1,7.0,7.0,4.0,4.0
KGKA-BKG-012-2021-MSMT-1,13.0,13.0,11.0,11.0
KGKY-BKG-188-2021-MSMT-1,3.0,3.0,4.0,4.0
KGMU-NSB-294-2021-MSMT-1,13.0,13.0,19.0,19.0
KGNG-CVU-248-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-246-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-191-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-166-2021-MSMT-1,2755.0,2755.0,6736.0,6736.0
KGKA-BKG-199-2021-MSMT-1,334.0,334.0,1248.0,1248.0
KGNG-CVU-230-2021-MSMT-1,3.0,3.0,0.0,0.0
KGMU-NSB-308-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-182-2021-MSMT-1,22.0,22.0,30.0,30.0
KGMU-RSW-026-2021-MSMT-1,43.0,43.0,60.0,60.0
KGMU-NSB-317-2021-MSMT-1,103.0,103.0,182.0,182.0
KGBI-KZB-013-2021-MSMT-1,218.0,218.0,148.0,148.0
KGKA-BKG-066-2021-MSMT-1,6.0,6.0,0.0,0.0
KGKA-BKG-100-2021-MSMT-1,10.0,10.0,5.0,5.0
KGKY-BKG-156-2021-MSMT-1,1085.0,1085.0,1832.0,1832.0
KGMU-RSW-024-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-258-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBR-BUZ-019-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-103-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-129-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-319-2021-MSMT-1,26.0,26.0,25.0,25.0
KGNG-CVU-158-2021-MSMT-1,15.0,15.0,21.0,21.0
KGKA-BKG-267-2021-MSMT-1,4.0,4.0,6.0,6.0
KGBR-BTU-039-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-131-2021-MSMT-1,66.0,66.0,172.0,172.0
KGNG-CVU-262-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-062-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-230-2021-MSMT-1,3.0,3.0,0.0,0.0
KGMU-NSB-007-2021-MSMT-1,22.0,22.0,21.0,21.0
KGKA-BKG-077-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-264-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-100-2021-MSMT-1,4.0,4.0,0.0,0.0
KGNG-NTG-023-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-016-2021-MSMT-1,22.0,22.0,36.0,36.0
KGKY-RUG-042-2021-MSMT-1,0.0,0.0,3.0,3.0
KGNG-NTG-007-2021-MSMT-1,4.0,4.0,4.0,4.0
KGKA-BKG-131-2021-MSMT-1,6.0,6.0,0.0,0.0
KGKY-RWB-028-2021-MSMT-1,64.0,64.0,103.0,103.0
KGMU-NSB-217-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RUG-015-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-100-2021-MSMT-1,57.0,57.0,79.0,79.0
KGMU-NSB-212-2021-MSMT-1,7.0,7.0,0.0,0.0
KGKY-RUG-022-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RUG-058-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-340-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-071-2021-MSMT-1,5.0,5.0,0.0,0.0
KGKY-RWB-115-2021-MSMT-1,1353.0,1353.0,3991.0,3991.0
KGBR-BTU-046-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-001-2021-MSMT-1,104.0,104.0,150.0,150.0
KGKY-RUG-041-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBR-BTU-073-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBR-BTU-069-2021-MSMT-1,33.0,33.0,58.0,58.0
KGKY-RUG-034-2021-MSMT-1,12.0,12.0,8.0,8.0
KGKA-BKG-201-2021-MSMT-1,44.0,44.0,94.0,94.0
KGMU-RSW-023-2021-MSMT-1,306.0,306.0,256.0,256.0
KGKY-RWB-055-2021-MSMT-1,6.0,6.0,5.0,5.0
KGNG-CVU-019-2021-MSMT-1,67.0,67.0,81.0,81.0
KGNG-CVU-139-2021-MSMT-1,32.0,32.0,30.0,30.0
KGNG-CVU-217-2021-MSMT-1,0.0,0.0,3.0,3.0
KGBI-KZB-051-2021-MSMT-1,108.0,108.0,99.0,99.0
KGNG-CVU-204-2021-MSMT-1,0.0,0.0,0.0,0.0
